Time [seconds]	Counts
4.98812e+11	813
1.49644e+12	795
2.49406e+12	854
3.49168e+12	743
4.48931e+12	801
5.48693e+12	759
6.48456e+12	797
7.48218e+12	801
8.4798e+12	776
9.47743e+12	850
1.04751e+13	817
1.14727e+13	791
1.24703e+13	742
1.34679e+13	794
1.44655e+13	763
1.54632e+13	757
1.64608e+13	789
1.74584e+13	782
1.8456e+13	834
1.94537e+13	800
2.04513e+13	798
2.14489e+13	768
2.24465e+13	793
2.34442e+13	855
2.44418e+13	763
2.54394e+13	816
2.6437e+13	746
2.74347e+13	771
2.84323e+13	777
2.94299e+13	766
3.04275e+13	773
3.14252e+13	781
3.24228e+13	839
3.34204e+13	789
3.4418e+13	798
3.54157e+13	792
3.64133e+13	760
3.74109e+13	785
3.84085e+13	813
3.94062e+13	805
4.04038e+13	813
4.14014e+13	786
4.2399e+13	787
4.33966e+13	794
4.43943e+13	770
4.53919e+13	779
4.63895e+13	750
4.73871e+13	778
4.83848e+13	791
4.93824e+13	858
5.038e+13	775
5.13776e+13	749
5.23753e+13	733
5.33729e+13	804
5.43705e+13	788
5.53681e+13	752
5.63658e+13	828
5.73634e+13	838
5.8361e+13	770
5.93586e+13	768
6.03563e+13	789
6.13539e+13	771
6.23515e+13	762
6.33491e+13	783
6.43468e+13	763
6.53444e+13	771
6.6342e+13	776
6.73396e+13	789
6.83372e+13	762
6.93349e+13	775
7.03325e+13	790
7.13301e+13	751
7.23277e+13	772
7.33254e+13	825
7.4323e+13	729
7.53206e+13	756
7.63182e+13	794
7.73159e+13	758
7.83135e+13	789
7.93111e+13	778
8.03087e+13	807
8.13064e+13	786
8.2304e+13	776
8.33016e+13	785
8.42992e+13	782
8.52969e+13	808
8.62945e+13	814
8.72921e+13	811
8.82897e+13	856
8.92874e+13	799
9.0285e+13	771
9.12826e+13	799
9.22802e+13	760
9.32779e+13	736
9.42755e+13	807
9.52731e+13	787
9.62707e+13	779
9.72684e+13	724
9.8266e+13	798
9.92636e+13	844
1.00261e+14	766
1.01259e+14	797
1.02256e+14	788
1.03254e+14	715
1.04252e+14	844
1.05249e+14	796
1.06247e+14	787
1.07245e+14	755
1.08242e+14	786
1.0924e+14	769
1.10237e+14	778
1.11235e+14	805
1.12233e+14	805
1.1323e+14	785
1.14228e+14	797
1.15226e+14	776
1.16223e+14	789
1.17221e+14	761
1.18218e+14	868
1.19216e+14	775
1.20214e+14	801
1.21211e+14	778
1.22209e+14	800
1.23207e+14	809
1.24204e+14	828
1.25202e+14	744
1.26199e+14	751
1.27197e+14	755
1.28195e+14	753
1.29192e+14	832
1.3019e+14	799
1.31188e+14	766
1.32185e+14	759
1.33183e+14	827
1.3418e+14	796
1.35178e+14	815
1.36176e+14	757
1.37173e+14	794
1.38171e+14	779
1.39169e+14	779
1.40166e+14	751
1.41164e+14	733
1.42161e+14	768
1.43159e+14	823
1.44157e+14	795
1.45154e+14	779
1.46152e+14	785
1.4715e+14	780
1.48147e+14	724
1.49145e+14	783
1.50142e+14	757
1.5114e+14	816
1.52138e+14	787
1.53135e+14	830
1.54133e+14	773
1.55131e+14	762
1.56128e+14	779
1.57126e+14	766
1.58123e+14	751
1.59121e+14	776
1.60119e+14	837
1.61116e+14	803
1.62114e+14	741
1.63112e+14	792
1.64109e+14	791
1.65107e+14	745
1.66104e+14	769
1.67102e+14	769
1.681e+14	760
1.69097e+14	798
1.70095e+14	727
1.71093e+14	779
1.7209e+14	752
1.73088e+14	767
1.74085e+14	773
1.75083e+14	822
1.76081e+14	825
1.77078e+14	779
1.78076e+14	823
1.79074e+14	813
1.80071e+14	833
1.81069e+14	803
1.82066e+14	746
1.83064e+14	798
1.84062e+14	786
1.85059e+14	851
1.86057e+14	756
1.87055e+14	779
1.88052e+14	792
1.8905e+14	754
1.90047e+14	798
1.91045e+14	846
1.92043e+14	793
1.9304e+14	784
1.94038e+14	812
1.95036e+14	760
1.96033e+14	750
1.97031e+14	769
1.98028e+14	777
1.99026e+14	743
2.00024e+14	740
2.01021e+14	775
2.02019e+14	787
2.03017e+14	782
2.04014e+14	807
2.05012e+14	796
2.06009e+14	776
2.07007e+14	781
2.08005e+14	785
2.09002e+14	840
2.1e+14	827
2.10997e+14	802
2.11995e+14	780
2.12993e+14	809
2.1399e+14	761
2.14988e+14	789
2.15986e+14	774
2.16983e+14	790
2.17981e+14	768
2.18978e+14	787
2.19976e+14	812
2.20974e+14	784
2.21971e+14	810
2.22969e+14	832
2.23967e+14	740
2.24964e+14	797
2.25962e+14	778
2.26959e+14	810
2.27957e+14	827
2.28955e+14	754
2.29952e+14	756
2.3095e+14	752
2.31948e+14	771
2.32945e+14	812
2.33943e+14	716
2.3494e+14	772
2.35938e+14	786
2.36936e+14	768
2.37933e+14	819
2.38931e+14	788
2.39929e+14	731
2.40926e+14	787
2.41924e+14	836
2.42921e+14	808
2.43919e+14	807
2.44917e+14	751
2.45914e+14	815
2.46912e+14	807
2.4791e+14	781
2.48907e+14	755
2.49905e+14	778
2.50902e+14	791
2.519e+14	820
2.52898e+14	780
2.53895e+14	856
2.54893e+14	775
2.55891e+14	778
2.56888e+14	805
2.57886e+14	766
2.58883e+14	841
2.59881e+14	774
2.60879e+14	786
2.61876e+14	759
2.62874e+14	791
2.63872e+14	783
2.64869e+14	755
2.65867e+14	784
2.66864e+14	868
2.67862e+14	819
2.6886e+14	828
2.69857e+14	837
2.70855e+14	785
2.71853e+14	760
2.7285e+14	794
2.73848e+14	789
2.74845e+14	748
2.75843e+14	773
2.76841e+14	787
2.77838e+14	783
2.78836e+14	755
2.79834e+14	807
2.80831e+14	809
2.81829e+14	817
2.82826e+14	797
2.83824e+14	842
2.84822e+14	795
2.85819e+14	790
2.86817e+14	760
2.87815e+14	802
2.88812e+14	773
2.8981e+14	827
2.90807e+14	811
2.91805e+14	758
2.92803e+14	715
2.938e+14	790
2.94798e+14	799
2.95796e+14	818
2.96793e+14	772
2.97791e+14	757
2.98788e+14	787
2.99786e+14	760
3.00784e+14	762
3.01781e+14	755
3.02779e+14	799
3.03777e+14	756
3.04774e+14	774
3.05772e+14	827
3.06769e+14	738
3.07767e+14	810
3.08765e+14	799
3.09762e+14	715
3.1076e+14	764
3.11758e+14	729
3.12755e+14	761
3.13753e+14	773
3.1475e+14	779
3.15748e+14	818
3.16746e+14	798
3.17743e+14	787
3.18741e+14	816
3.19739e+14	715
3.20736e+14	744
3.21734e+14	812
3.22731e+14	848
3.23729e+14	795
3.24727e+14	748
3.25724e+14	837
3.26722e+14	810
3.2772e+14	812
3.28717e+14	752
