Time [seconds]	Counts
4.99919e+11	1428
1.49976e+12	1407
2.4996e+12	1456
3.49944e+12	1429
4.49927e+12	1483
5.49911e+12	1525
6.49895e+12	1457
7.49879e+12	1452
8.49863e+12	1480
9.49847e+12	1433
1.04983e+13	1401
1.14981e+13	1439
1.2498e+13	1479
1.34978e+13	1472
1.44977e+13	1500
1.54975e+13	1473
1.64973e+13	1392
1.74972e+13	1481
1.8497e+13	1383
1.94969e+13	1419
2.04967e+13	1380
2.14965e+13	1404
2.24964e+13	1488
2.34962e+13	1475
2.44961e+13	1479
2.54959e+13	1473
2.64957e+13	1428
2.74956e+13	1395
2.84954e+13	1425
2.94952e+13	1378
3.04951e+13	1404
3.14949e+13	1452
3.24948e+13	1490
3.34946e+13	1493
3.44944e+13	1404
3.54943e+13	1453
3.64941e+13	1428
3.7494e+13	1488
3.84938e+13	1453
3.94936e+13	1456
4.04935e+13	1508
4.14933e+13	1482
4.24932e+13	1415
4.3493e+13	1440
4.44928e+13	1546
4.54927e+13	1449
4.64925e+13	1459
4.74923e+13	1410
4.84922e+13	1400
4.9492e+13	1435
5.04919e+13	1439
5.14917e+13	1390
5.24915e+13	1389
5.34914e+13	1440
5.44912e+13	1456
5.54911e+13	1397
5.64909e+13	1421
5.74907e+13	1401
5.84906e+13	1466
5.94904e+13	1422
6.04903e+13	1415
6.14901e+13	1426
6.24899e+13	1362
6.34898e+13	1386
6.44896e+13	1412
6.54895e+13	1418
6.64893e+13	1512
6.74891e+13	1425
6.8489e+13	1500
6.94888e+13	1430
7.04886e+13	1434
7.14885e+13	1433
7.24883e+13	1368
7.34882e+13	1475
7.4488e+13	1456
7.54878e+13	1494
7.64877e+13	1469
7.74875e+13	1505
7.84874e+13	1546
7.94872e+13	1425
8.0487e+13	1474
8.14869e+13	1487
8.24867e+13	1440
8.34865e+13	1467
8.44864e+13	1457
8.54862e+13	1415
8.64861e+13	1453
8.74859e+13	1459
8.84857e+13	1402
8.94856e+13	1395
9.04854e+13	1414
9.14853e+13	1443
9.24851e+13	1440
9.34849e+13	1387
9.44848e+13	1447
9.54846e+13	1533
9.64845e+13	1464
9.74843e+13	1425
9.84841e+13	1482
9.9484e+13	1490
1.00484e+14	1400
1.01484e+14	1471
1.02483e+14	1447
1.03483e+14	1471
1.04483e+14	1401
1.05483e+14	1494
1.06483e+14	1414
1.07483e+14	1479
1.08483e+14	1505
1.09482e+14	1470
1.10482e+14	1485
1.11482e+14	1448
1.12482e+14	1466
1.13482e+14	1404
1.14482e+14	1460
1.15481e+14	1425
1.16481e+14	1422
1.17481e+14	1449
1.18481e+14	1380
1.19481e+14	1473
1.20481e+14	1403
1.2148e+14	1447
1.2248e+14	1445
1.2348e+14	1483
1.2448e+14	1443
1.2548e+14	1490
1.2648e+14	1455
1.27479e+14	1453
1.28479e+14	1456
1.29479e+14	1510
1.30479e+14	1347
1.31479e+14	1431
1.32479e+14	1500
1.33478e+14	1438
1.34478e+14	1426
1.35478e+14	1432
1.36478e+14	1452
1.37478e+14	1437
1.38478e+14	1407
1.39478e+14	1359
1.40477e+14	1387
1.41477e+14	1416
1.42477e+14	1387
1.43477e+14	1496
1.44477e+14	1468
1.45477e+14	1439
