Channel	Counts
0.499969	54
1.49991	1
2.49985	0
3.49979	0
4.49973	0
5.49966	0
6.4996	0
7.49954	1
8.49948	1
9.49942	0
10.4994	0
11.4993	0
12.4992	1
13.4992	1
14.4991	1
15.4991	0
16.499	0
17.4989	1
18.4989	0
19.4988	0
20.4987	1
21.4987	0
22.4986	1
23.4986	0
24.4985	0
25.4984	1
26.4984	3
27.4983	0
28.4983	1
29.4982	2
30.4981	0
31.4981	2
32.498	2
33.498	1
34.4979	1
35.4978	2
36.4978	0
37.4977	1
38.4977	1
39.4976	2
40.4975	0
41.4975	2
42.4974	1
43.4973	3
44.4973	1
45.4972	3
46.4972	2
47.4971	5
48.497	0
49.497	4
50.4969	5
51.4969	7
52.4968	4
53.4967	9
54.4967	7
55.4966	12
56.4966	10
57.4965	7
58.4964	18
59.4964	11
60.4963	23
61.4962	34
62.4962	31
63.4961	55
64.4961	41
65.496	57
66.4959	51
67.4959	54
68.4958	98
69.4958	84
70.4957	95
71.4956	102
72.4956	120
73.4955	121
74.4955	140
75.4954	137
76.4953	155
77.4953	142
78.4952	167
79.4951	180
80.4951	163
81.495	175
82.495	188
83.4949	202
84.4948	202
85.4948	231
86.4947	215
87.4947	211
88.4946	212
89.4945	221
90.4945	228
91.4944	223
92.4944	226
93.4943	222
94.4942	245
95.4942	241
96.4941	248
97.494	251
98.494	232
99.4939	228
100.494	247
101.494	239
102.494	266
103.494	202
104.494	214
105.494	246
106.493	252
107.493	226
108.493	220
109.493	228
110.493	237
111.493	263
112.493	240
113.493	229
114.493	232
115.493	231
116.493	273
117.493	263
118.493	270
119.493	277
120.493	268
121.493	275
122.493	281
123.492	280
124.492	283
125.492	310
126.492	291
127.492	361
128.492	324
129.492	360
130.492	315
131.492	349
132.492	344
133.492	373
134.492	421
135.492	407
136.492	413
137.492	395
138.492	423
139.491	425
140.491	414
141.491	426
142.491	427
143.491	466
144.491	383
145.491	382
146.491	400
147.491	397
148.491	387
149.491	394
150.491	367
151.491	377
152.491	372
153.491	297
154.491	347
155.491	316
156.49	313
157.49	329
158.49	316
159.49	292
160.49	266
161.49	291
162.49	299
163.49	290
164.49	282
165.49	270
166.49	295
167.49	260
168.49	282
169.49	273
170.49	253
171.49	286
172.489	282
173.489	272
174.489	251
175.489	297
176.489	258
177.489	288
178.489	280
179.489	276
180.489	260
181.489	277
182.489	271
183.489	284
184.489	259
185.489	308
186.489	279
187.489	278
188.488	290
189.488	267
190.488	300
191.488	321
192.488	289
193.488	297
194.488	316
195.488	292
196.488	291
197.488	310
198.488	282
199.488	327
200.488	277
201.488	302
202.488	303
203.488	310
204.488	296
205.487	302
206.487	321
207.487	305
208.487	287
209.487	319
210.487	328
211.487	311
212.487	269
213.487	298
214.487	324
215.487	350
216.487	290
217.487	300
218.487	301
219.487	324
220.487	297
221.486	343
222.486	324
223.486	296
224.486	318
225.486	302
226.486	311
227.486	285
228.486	342
229.486	306
230.486	305
231.486	335
232.486	335
233.486	299
234.486	311
235.486	318
236.486	318
237.486	324
238.485	308
239.485	330
240.485	316
241.485	324
242.485	318
243.485	288
244.485	294
245.485	308
246.485	323
247.485	288
248.485	311
249.485	309
250.485	296
251.485	305
252.485	325
253.485	313
254.484	301
255.484	317
256.484	309
257.484	297
258.484	288
259.484	342
260.484	310
261.484	355
262.484	339
263.484	310
264.484	314
265.484	335
266.484	345
267.484	323
268.484	352
269.484	315
270.483	303
271.483	330
272.483	349
273.483	345
274.483	342
275.483	345
276.483	326
277.483	317
278.483	335
279.483	331
280.483	348
281.483	362
282.483	373
283.483	349
284.483	383
285.483	345
286.483	374
287.482	344
288.482	389
289.482	384
290.482	358
291.482	393
292.482	371
293.482	379
294.482	394
295.482	417
296.482	380
297.482	361
298.482	386
299.482	403
300.482	399
301.482	374
302.482	409
303.481	374
304.481	405
305.481	399
306.481	410
307.481	336
308.481	379
309.481	381
310.481	371
311.481	364
312.481	334
313.481	392
314.481	369
315.481	330
316.481	360
317.481	355
318.481	339
319.48	311
320.48	315
321.48	356
322.48	324
323.48	326
324.48	314
325.48	305
326.48	296
327.48	320
328.48	272
329.48	295
330.48	300
331.48	304
332.48	267
333.48	284
334.48	288
335.48	276
336.479	286
337.479	262
338.479	280
339.479	267
340.479	273
341.479	286
342.479	309
343.479	283
344.479	254
345.479	284
346.479	300
347.479	271
348.479	283
349.479	284
350.479	260
351.479	259
352.478	285
353.478	282
354.478	286
355.478	261
356.478	260
357.478	253
358.478	270
359.478	285
360.478	266
361.478	263
362.478	257
363.478	292
364.478	299
365.478	249
366.478	256
367.478	278
368.478	306
369.477	272
370.477	287
371.477	284
372.477	271
373.477	232
374.477	252
375.477	260
376.477	254
377.477	270
378.477	275
379.477	250
380.477	260
381.477	286
382.477	254
383.477	257
384.477	297
385.476	301
386.476	226
387.476	265
388.476	264
389.476	264
390.476	261
391.476	261
392.476	266
393.476	271
394.476	267
395.476	274
396.476	265
397.476	238
398.476	247
399.476	266
400.476	245
401.475	247
402.475	249
403.475	254
404.475	263
405.475	259
406.475	259
407.475	295
408.475	263
409.475	251
410.475	249
411.475	229
412.475	244
413.475	252
414.475	239
415.475	239
416.475	241
417.475	246
418.474	246
419.474	244
420.474	224
421.474	254
422.474	245
423.474	244
424.474	246
425.474	241
426.474	237
427.474	251
428.474	213
429.474	212
430.474	260
431.474	270
432.474	250
433.474	239
434.473	223
435.473	250
436.473	226
437.473	233
438.473	234
439.473	228
440.473	270
441.473	251
442.473	253
443.473	250
444.473	222
445.473	239
446.473	240
447.473	249
448.473	240
449.473	256
450.473	250
451.472	241
452.472	245
453.472	254
454.472	239
455.472	228
456.472	232
457.472	240
458.472	217
459.472	265
460.472	247
461.472	242
462.472	264
463.472	242
464.472	202
465.472	239
466.472	255
467.471	218
468.471	241
469.471	249
470.471	224
471.471	243
472.471	232
473.471	238
474.471	224
475.471	208
476.471	220
477.471	263
478.471	236
479.471	239
480.471	260
481.471	258
482.471	258
483.47	216
484.47	265
485.47	258
486.47	253
487.47	252
488.47	231
489.47	262
490.47	208
491.47	221
492.47	238
493.47	222
494.47	200
495.47	212
496.47	223
497.47	225
498.47	249
499.47	273
500.469	221
501.469	254
502.469	242
503.469	250
504.469	251
505.469	210
506.469	253
507.469	233
508.469	236
509.469	211
510.469	220
511.469	226
512.469	226
513.469	217
514.469	230
515.469	263
516.469	201
517.468	278
518.468	245
519.468	228
520.468	251
521.468	249
522.468	249
523.468	225
524.468	263
525.468	264
526.468	265
527.468	252
528.468	225
529.468	237
530.468	262
531.468	246
532.468	222
533.467	269
534.467	206
535.467	232
536.467	243
537.467	251
538.467	263
539.467	280
540.467	283
541.467	243
542.467	250
543.467	261
544.467	254
545.467	216
546.467	253
547.467	268
548.467	245
549.466	248
550.466	255
551.466	280
552.466	259
553.466	265
554.466	265
555.466	251
556.466	236
557.466	243
558.466	269
559.466	233
560.466	239
561.466	249
562.466	248
563.466	224
564.466	224
565.466	239
566.465	240
567.465	256
568.465	294
569.465	254
570.465	207
571.465	228
572.465	251
573.465	257
574.465	226
575.465	251
576.465	238
577.465	239
578.465	243
579.465	252
580.465	267
581.465	217
582.464	246
583.464	228
584.464	238
585.464	257
586.464	225
587.464	219
588.464	239
589.464	212
590.464	258
591.464	247
592.464	250
593.464	234
594.464	236
595.464	242
596.464	269
597.464	239
598.464	211
599.463	234
600.463	223
601.463	236
602.463	263
603.463	213
604.463	244
605.463	238
606.463	219
607.463	227
608.463	220
609.463	214
610.463	229
611.463	246
612.463	217
613.463	223
614.463	214
615.462	215
616.462	236
617.462	226
618.462	224
619.462	227
620.462	240
621.462	213
622.462	230
623.462	206
624.462	202
625.462	245
626.462	225
627.462	210
628.462	183
629.462	198
630.462	203
631.461	204
632.461	192
633.461	188
634.461	194
635.461	196
636.461	158
637.461	187
638.461	191
639.461	184
640.461	205
641.461	178
642.461	221
643.461	187
644.461	171
645.461	193
646.461	186
647.461	189
648.46	192
649.46	148
650.46	166
651.46	173
652.46	164
653.46	202
654.46	151
655.46	176
656.46	176
657.46	191
658.46	161
659.46	179
660.46	179
661.46	179
662.46	164
663.46	173
664.459	159
665.459	163
666.459	158
667.459	164
668.459	149
669.459	186
670.459	147
671.459	186
672.459	175
673.459	153
674.459	167
675.459	174
676.459	189
677.459	150
678.459	179
679.459	183
680.458	178
681.458	190
682.458	165
683.458	179
684.458	175
685.458	175
686.458	147
687.458	162
688.458	158
689.458	191
690.458	164
691.458	157
692.458	162
693.458	169
694.458	150
695.458	164
696.458	145
697.457	155
698.457	158
699.457	174
700.457	172
701.457	157
702.457	160
703.457	184
704.457	156
705.457	166
706.457	157
707.457	156
708.457	151
709.457	156
710.457	131
711.457	149
712.457	167
713.456	157
714.456	139
715.456	167
716.456	158
717.456	151
718.456	155
719.456	165
720.456	172
721.456	165
722.456	147
723.456	146
724.456	144
725.456	149
726.456	161
727.456	143
728.456	150
729.456	158
730.455	152
731.455	152
732.455	159
733.455	164
734.455	174
735.455	135
736.455	143
737.455	175
738.455	125
