Time [seconds]	Counts
4.99211e+11	251
1.49763e+12	264
2.49605e+12	222
3.49448e+12	275
4.4929e+12	251
5.49132e+12	260
6.48974e+12	252
7.48816e+12	237
8.48659e+12	250
9.48501e+12	247
1.04834e+13	223
1.14819e+13	274
1.24803e+13	273
1.34787e+13	234
1.44771e+13	226
1.54755e+13	248
1.6474e+13	259
1.74724e+13	252
1.84708e+13	234
1.94692e+13	269
2.04676e+13	292
2.14661e+13	269
2.24645e+13	276
2.34629e+13	244
2.44613e+13	253
2.54598e+13	274
2.64582e+13	262
2.74566e+13	273
2.8455e+13	270
2.94534e+13	239
3.04519e+13	249
3.14503e+13	265
3.24487e+13	254
3.34471e+13	274
3.44456e+13	257
3.5444e+13	272
3.64424e+13	257
3.74408e+13	245
3.84392e+13	255
3.94377e+13	262
4.04361e+13	243
4.14345e+13	251
4.24329e+13	296
4.34314e+13	272
4.44298e+13	279
4.54282e+13	279
4.64266e+13	263
4.7425e+13	253
4.84235e+13	284
4.94219e+13	251
5.04203e+13	256
5.14187e+13	254
5.24171e+13	264
5.34156e+13	273
5.4414e+13	248
5.54124e+13	267
5.64108e+13	275
5.74093e+13	253
5.84077e+13	245
5.94061e+13	241
6.04045e+13	264
6.14029e+13	273
6.24014e+13	239
6.33998e+13	246
6.43982e+13	252
6.53966e+13	251
6.63951e+13	254
6.73935e+13	255
6.83919e+13	253
6.93903e+13	255
7.03887e+13	248
7.13872e+13	253
7.23856e+13	281
7.3384e+13	254
7.43824e+13	266
7.53809e+13	251
7.63793e+13	258
7.73777e+13	239
7.83761e+13	250
7.93745e+13	262
8.0373e+13	257
8.13714e+13	258
8.23698e+13	243
8.33682e+13	269
8.43667e+13	261
8.53651e+13	260
8.63635e+13	250
8.73619e+13	261
8.83603e+13	251
8.93588e+13	275
9.03572e+13	266
9.13556e+13	254
9.2354e+13	268
9.33524e+13	260
9.43509e+13	264
9.53493e+13	267
9.63477e+13	247
9.73461e+13	280
9.83446e+13	278
9.9343e+13	277
1.00341e+14	252
1.0134e+14	248
1.02338e+14	253
1.03337e+14	298
1.04335e+14	261
1.05334e+14	248
1.06332e+14	283
1.0733e+14	264
1.08329e+14	283
1.09327e+14	232
1.10326e+14	234
1.11324e+14	283
1.12322e+14	281
1.13321e+14	264
1.14319e+14	260
1.15318e+14	276
1.16316e+14	264
1.17315e+14	246
1.18313e+14	258
1.19311e+14	268
1.2031e+14	261
1.21308e+14	240
1.22307e+14	256
1.23305e+14	248
1.24304e+14	262
1.25302e+14	225
1.263e+14	285
1.27299e+14	272
1.28297e+14	216
1.29296e+14	264
1.30294e+14	263
1.31292e+14	244
1.32291e+14	277
1.33289e+14	241
1.34288e+14	276
1.35286e+14	274
1.36285e+14	262
1.37283e+14	276
1.38281e+14	270
1.3928e+14	272
1.40278e+14	267
1.41277e+14	229
1.42275e+14	239
1.43274e+14	231
1.44272e+14	287
1.4527e+14	252
1.46269e+14	251
1.47267e+14	280
1.48266e+14	245
1.49264e+14	239
1.50263e+14	241
1.51261e+14	265
1.52259e+14	283
1.53258e+14	231
1.54256e+14	279
1.55255e+14	247
1.56253e+14	270
1.57251e+14	268
1.5825e+14	277
1.59248e+14	279
1.60247e+14	240
1.61245e+14	280
1.62244e+14	260
1.63242e+14	255
1.6424e+14	270
1.65239e+14	250
1.66237e+14	246
1.67236e+14	272
1.68234e+14	240
1.69233e+14	279
1.70231e+14	251
1.71229e+14	255
1.72228e+14	282
1.73226e+14	255
1.74225e+14	252
1.75223e+14	288
1.76221e+14	265
1.7722e+14	258
1.78218e+14	261
1.79217e+14	255
1.80215e+14	289
1.81214e+14	258
1.82212e+14	253
1.8321e+14	270
1.84209e+14	255
1.85207e+14	240
1.86206e+14	262
1.87204e+14	242
1.88203e+14	260
1.89201e+14	273
1.90199e+14	274
1.91198e+14	252
1.92196e+14	238
1.93195e+14	255
1.94193e+14	256
1.95191e+14	247
1.9619e+14	251
1.97188e+14	250
1.98187e+14	229
1.99185e+14	275
2.00184e+14	271
2.01182e+14	272
2.0218e+14	284
2.03179e+14	244
2.04177e+14	248
