Time [seconds]	Counts
4.98943e+11	312
1.49683e+12	286
2.49472e+12	254
3.4926e+12	301
4.49049e+12	296
5.48837e+12	299
6.48626e+12	300
7.48415e+12	326
8.48203e+12	302
9.47992e+12	284
1.04778e+13	291
1.14757e+13	310
1.24736e+13	301
1.34715e+13	295
1.44694e+13	271
1.54672e+13	310
1.64651e+13	309
1.7463e+13	306
1.84609e+13	302
1.94588e+13	272
2.04567e+13	294
2.14546e+13	301
2.24524e+13	303
2.34503e+13	313
2.44482e+13	325
2.54461e+13	303
2.6444e+13	305
2.74419e+13	297
2.84398e+13	311
2.94376e+13	326
3.04355e+13	293
3.14334e+13	306
3.24313e+13	288
3.34292e+13	297
3.44271e+13	320
3.5425e+13	308
3.64228e+13	323
3.74207e+13	324
3.84186e+13	296
3.94165e+13	270
4.04144e+13	269
4.14123e+13	321
4.24102e+13	295
4.34081e+13	314
4.44059e+13	298
4.54038e+13	327
4.64017e+13	313
4.73996e+13	324
4.83975e+13	297
4.93954e+13	285
5.03933e+13	328
5.13911e+13	278
5.2389e+13	303
5.33869e+13	321
5.43848e+13	292
5.53827e+13	289
5.63806e+13	311
5.73785e+13	326
5.83763e+13	286
5.93742e+13	322
6.03721e+13	348
6.137e+13	300
6.23679e+13	318
6.33658e+13	303
6.43637e+13	299
6.53616e+13	311
6.63594e+13	308
6.73573e+13	303
6.83552e+13	309
6.93531e+13	295
7.0351e+13	300
7.13489e+13	290
7.23468e+13	314
7.33446e+13	285
7.43425e+13	294
7.53404e+13	283
7.63383e+13	286
7.73362e+13	314
7.83341e+13	295
7.9332e+13	307
8.03298e+13	305
8.13277e+13	316
8.23256e+13	274
8.33235e+13	279
8.43214e+13	316
8.53193e+13	355
8.63172e+13	305
8.7315e+13	313
8.83129e+13	300
8.93108e+13	321
9.03087e+13	334
9.13066e+13	303
9.23045e+13	317
9.33024e+13	279
9.43003e+13	306
9.52981e+13	317
9.6296e+13	290
9.72939e+13	332
9.82918e+13	294
9.92897e+13	276
1.00288e+14	309
