Time [seconds]	Counts
4.98923e+11	664
1.49677e+12	653
2.49462e+12	643
3.49246e+12	637
4.49031e+12	700
5.48815e+12	622
6.486e+12	631
7.48385e+12	636
8.48169e+12	590
9.47954e+12	626
1.04774e+13	646
1.14752e+13	616
1.24731e+13	611
1.34709e+13	635
1.44688e+13	618
1.54666e+13	634
1.64645e+13	675
1.74623e+13	614
1.84602e+13	636
1.9458e+13	612
2.04558e+13	609
2.14537e+13	615
2.24515e+13	618
2.34494e+13	649
2.44472e+13	639
2.54451e+13	659
2.64429e+13	668
2.74408e+13	602
2.84386e+13	642
2.94365e+13	648
3.04343e+13	704
3.14322e+13	639
3.243e+13	649
3.34278e+13	593
3.44257e+13	634
3.54235e+13	614
3.64214e+13	655
3.74192e+13	716
3.84171e+13	659
3.94149e+13	662
4.04128e+13	629
4.14106e+13	654
4.24085e+13	629
4.34063e+13	691
4.44042e+13	622
4.5402e+13	564
4.63998e+13	670
4.73977e+13	678
4.83955e+13	646
4.93934e+13	659
5.03912e+13	630
5.13891e+13	620
5.23869e+13	616
5.33848e+13	618
5.43826e+13	592
5.53805e+13	645
5.63783e+13	632
5.73762e+13	613
5.8374e+13	650
5.93718e+13	658
6.03697e+13	636
6.13675e+13	623
6.23654e+13	658
6.33632e+13	638
6.43611e+13	640
6.53589e+13	631
6.63568e+13	632
6.73546e+13	670
6.83525e+13	612
6.93503e+13	642
7.03482e+13	637
7.1346e+13	586
7.23439e+13	628
7.33417e+13	642
7.43395e+13	630
7.53374e+13	630
7.63352e+13	627
7.73331e+13	652
7.83309e+13	698
7.93288e+13	575
8.03266e+13	631
8.13245e+13	629
8.23223e+13	624
8.33202e+13	613
8.4318e+13	638
8.53159e+13	623
8.63137e+13	609
8.73115e+13	768
8.83094e+13	629
8.93072e+13	659
9.03051e+13	642
9.13029e+13	581
9.23008e+13	623
9.32986e+13	628
9.42965e+13	644
9.52943e+13	665
9.62922e+13	594
9.729e+13	652
9.82878e+13	615
9.92857e+13	652
1.00284e+14	625
1.01281e+14	667
1.02279e+14	628
1.03277e+14	633
1.04275e+14	623
1.05273e+14	640
1.06271e+14	648
1.07268e+14	660
1.08266e+14	631
1.09264e+14	643
1.10262e+14	622
1.1126e+14	632
1.12258e+14	628
1.13256e+14	657
1.14253e+14	640
1.15251e+14	641
1.16249e+14	641
1.17247e+14	618
1.18245e+14	611
1.19243e+14	655
1.2024e+14	612
1.21238e+14	628
1.22236e+14	653
1.23234e+14	675
1.24232e+14	622
1.2523e+14	591
1.26228e+14	626
1.27225e+14	610
1.28223e+14	691
1.29221e+14	601
1.30219e+14	671
1.31217e+14	624
1.32215e+14	629
1.33212e+14	613
1.3421e+14	606
1.35208e+14	603
1.36206e+14	627
1.37204e+14	620
1.38202e+14	642
1.392e+14	666
1.40197e+14	610
1.41195e+14	637
1.42193e+14	651
1.43191e+14	628
1.44189e+14	673
1.45187e+14	604
1.46184e+14	677
1.47182e+14	613
1.4818e+14	619
1.49178e+14	621
1.50176e+14	590
1.51174e+14	676
1.52172e+14	674
1.53169e+14	639
1.54167e+14	598
1.55165e+14	628
1.56163e+14	621
1.57161e+14	631
1.58159e+14	628
1.59156e+14	657
1.60154e+14	605
1.61152e+14	653
1.6215e+14	646
1.63148e+14	637
1.64146e+14	662
1.65144e+14	581
