Time [seconds]	Counts
4.99405e+11	111
1.49822e+12	115
2.49703e+12	127
3.49584e+12	105
4.49465e+12	117
5.49346e+12	125
6.49227e+12	123
7.49108e+12	108
8.48989e+12	108
9.4887e+12	135
1.04875e+13	126
1.14863e+13	106
1.24851e+13	132
1.34839e+13	112
1.44827e+13	136
1.54816e+13	132
1.64804e+13	124
1.74792e+13	116
1.8478e+13	121
1.94768e+13	127
2.04756e+13	125
2.14744e+13	112
2.24732e+13	112
2.3472e+13	109
2.44709e+13	108
2.54697e+13	114
2.64685e+13	116
2.74673e+13	117
2.84661e+13	130
2.94649e+13	105
3.04637e+13	109
3.14625e+13	124
3.24613e+13	100
3.34601e+13	108
3.4459e+13	139
3.54578e+13	135
3.64566e+13	133
3.74554e+13	138
3.84542e+13	131
3.9453e+13	107
4.04518e+13	130
4.14506e+13	128
4.24494e+13	118
4.34482e+13	134
4.44471e+13	130
4.54459e+13	132
4.64447e+13	107
4.74435e+13	119
4.84423e+13	107
4.94411e+13	143
5.04399e+13	134
5.14387e+13	140
5.24375e+13	108
5.34363e+13	124
5.44352e+13	112
5.5434e+13	123
5.64328e+13	130
5.74316e+13	111
5.84304e+13	122
5.94292e+13	133
6.0428e+13	126
6.14268e+13	107
6.24256e+13	128
6.34244e+13	117
6.44233e+13	125
6.54221e+13	118
6.64209e+13	107
6.74197e+13	127
6.84185e+13	122
6.94173e+13	98
7.04161e+13	122
7.14149e+13	143
7.24137e+13	123
7.34126e+13	100
7.44114e+13	125
7.54102e+13	126
7.6409e+13	123
7.74078e+13	117
7.84066e+13	108
7.94054e+13	129
8.04042e+13	128
8.1403e+13	117
8.24018e+13	137
8.34007e+13	123
8.43995e+13	110
8.53983e+13	111
8.63971e+13	104
8.73959e+13	141
8.83947e+13	125
8.93935e+13	118
9.03923e+13	123
9.13911e+13	128
9.23899e+13	138
9.33888e+13	125
9.43876e+13	154
9.53864e+13	130
9.63852e+13	132
9.7384e+13	117
9.83828e+13	127
9.93816e+13	122
1.0038e+14	136
1.01379e+14	124
1.02378e+14	127
1.03377e+14	122
1.04376e+14	118
1.05374e+14	114
1.06373e+14	145
1.07372e+14	128
1.08371e+14	126
1.0937e+14	137
1.10369e+14	119
1.11367e+14	108
1.12366e+14	114
1.13365e+14	132
1.14364e+14	124
1.15363e+14	127
1.16361e+14	124
1.1736e+14	124
1.18359e+14	129
1.19358e+14	128
1.20357e+14	119
1.21355e+14	114
1.22354e+14	112
1.23353e+14	101
1.24352e+14	119
1.25351e+14	107
1.26349e+14	142
1.27348e+14	117
1.28347e+14	125
1.29346e+14	115
1.30345e+14	124
1.31344e+14	110
1.32342e+14	108
1.33341e+14	137
1.3434e+14	123
1.35339e+14	119
1.36338e+14	139
1.37336e+14	122
1.38335e+14	131
1.39334e+14	139
1.40333e+14	124
1.41332e+14	115
