Time [seconds]	Counts
4.9982e+11	275
1.49946e+12	280
2.4991e+12	263
3.49874e+12	271
4.49838e+12	256
5.49802e+12	252
6.49766e+12	270
7.4973e+12	274
8.49693e+12	232
9.49657e+12	270
1.04962e+13	259
1.14959e+13	274
1.24955e+13	270
1.34951e+13	288
1.44948e+13	248
1.54944e+13	286
1.64941e+13	262
1.74937e+13	268
1.84933e+13	263
1.9493e+13	248
2.04926e+13	302
2.14922e+13	322
2.24919e+13	257
2.34915e+13	241
2.44912e+13	269
2.54908e+13	278
2.64904e+13	304
2.74901e+13	289
2.84897e+13	294
2.94894e+13	257
3.0489e+13	265
3.14886e+13	265
3.24883e+13	278
3.34879e+13	272
3.44876e+13	272
3.54872e+13	260
3.64868e+13	296
3.74865e+13	279
3.84861e+13	291
3.94858e+13	264
4.04854e+13	256
4.1485e+13	278
4.24847e+13	265
4.34843e+13	276
4.4484e+13	279
4.54836e+13	287
4.64832e+13	290
4.74829e+13	251
4.84825e+13	257
4.94822e+13	260
5.04818e+13	270
5.14814e+13	236
5.24811e+13	201
5.34807e+13	152
5.44803e+13	154
5.548e+13	149
5.64796e+13	155
5.74793e+13	141
5.84789e+13	159
5.94785e+13	144
6.04782e+13	149
6.14778e+13	152
6.24775e+13	152
6.34771e+13	155
6.44767e+13	160
6.54764e+13	150
6.6476e+13	173
6.74757e+13	132
6.84753e+13	160
6.94749e+13	146
7.04746e+13	139
7.14742e+13	167
7.24739e+13	149
7.34735e+13	139
7.44731e+13	137
7.54728e+13	141
7.64724e+13	137
7.7472e+13	146
7.84717e+13	177
7.94713e+13	172
8.0471e+13	154
8.14706e+13	140
8.24703e+13	164
8.34699e+13	134
8.44695e+13	148
8.54692e+13	149
8.64688e+13	162
8.74684e+13	165
8.84681e+13	166
8.94677e+13	146
9.04674e+13	166
9.1467e+13	167
9.24666e+13	137
9.34663e+13	145
9.44659e+13	163
9.54656e+13	143
9.64652e+13	144
9.74648e+13	144
9.84645e+13	153
9.94641e+13	147
1.00464e+14	143
1.01463e+14	154
1.02463e+14	151
1.03463e+14	175
1.04462e+14	146
1.05462e+14	142
1.06462e+14	138
1.07461e+14	150
1.08461e+14	171
1.09461e+14	163
1.1046e+14	149
1.1146e+14	157
1.12459e+14	167
1.13459e+14	143
1.14459e+14	148
1.15458e+14	176
1.16458e+14	144
1.17458e+14	154
1.18457e+14	153
1.19457e+14	170
1.20457e+14	150
1.21456e+14	146
1.22456e+14	147
1.23455e+14	145
1.24455e+14	150
1.25455e+14	132
1.26454e+14	153
1.27454e+14	157
1.28454e+14	156
1.29453e+14	125
1.30453e+14	160
1.31453e+14	158
1.32452e+14	144
1.33452e+14	143
1.34452e+14	162
1.35451e+14	141
1.36451e+14	137
1.3745e+14	166
1.3845e+14	171
1.3945e+14	187
1.40449e+14	148
1.41449e+14	146
1.42449e+14	154
1.43448e+14	153
1.44448e+14	135
1.45448e+14	135
1.46447e+14	151
1.47447e+14	159
1.48446e+14	147
1.49446e+14	158
1.50446e+14	143
1.51445e+14	147
1.52445e+14	156
1.53445e+14	166
1.54444e+14	167
1.55444e+14	145
1.56444e+14	133
1.57443e+14	150
1.58443e+14	131
1.59442e+14	140
1.60442e+14	142
1.61442e+14	164
1.62441e+14	153
1.63441e+14	126
1.64441e+14	153
1.6544e+14	198
1.6644e+14	156
1.6744e+14	158
1.68439e+14	155
1.69439e+14	168
1.70439e+14	157
1.71438e+14	173
1.72438e+14	144
1.73437e+14	147
1.74437e+14	137
1.75437e+14	143
1.76436e+14	163
1.77436e+14	142
1.78436e+14	150
1.79435e+14	169
1.80435e+14	147
1.81435e+14	148
1.82434e+14	158
1.83434e+14	157
1.84433e+14	138
1.85433e+14	161
1.86433e+14	151
1.87432e+14	146
1.88432e+14	161
1.89432e+14	163
1.90431e+14	140
1.91431e+14	137
1.92431e+14	158
1.9343e+14	162
1.9443e+14	156
1.9543e+14	156
1.96429e+14	148
1.97429e+14	160
1.98428e+14	126
1.99428e+14	149
2.00428e+14	175
2.01427e+14	173
2.02427e+14	149
2.03427e+14	129
2.04426e+14	125
2.05426e+14	148
2.06426e+14	132
2.07425e+14	175
2.08425e+14	150
2.09424e+14	157
2.10424e+14	149
2.11424e+14	153
2.12423e+14	162
2.13423e+14	163
2.14423e+14	148
2.15422e+14	135
2.16422e+14	177
2.17422e+14	166
2.18421e+14	146
2.19421e+14	141
2.2042e+14	148
2.2142e+14	168
2.2242e+14	151
2.23419e+14	150
2.24419e+14	160
2.25419e+14	158
2.26418e+14	150
2.27418e+14	131
2.28418e+14	172
2.29417e+14	153
2.30417e+14	174
2.31417e+14	151
2.32416e+14	141
2.33416e+14	165
2.34415e+14	164
2.35415e+14	149
2.36415e+14	157
2.37414e+14	158
2.38414e+14	160
2.39414e+14	149
2.40413e+14	165
